Resume,Price,Location,Bedrooms,Bathrooms,Area,Link,Contact,Listing Time
"Annual Apartment for Rent in Al Muwaihat, Ajman","44,000 AED/year","Al Mowaihat 1, Al Mowaihat, Ajman",2,3,"1,000 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-mowaihat-al-mowaihat-1-13188220.html,tel:+971565085946,Listed 1 month ago
Exquisite Spacious Unit | Perfect Family Home,"570,000 AED/year","Souk Al Jubail, Al Jubail Island, Abu Dhabi",5,6,"15,024 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-al-jubail-island-souk-al-jubail-13293481.html,tel:+971543098475,Listed 1 month ago
"Just Beautiful , Your Whole Family Can Enjoy","204,999 AED/year","Qaryat Al Hidd, Saadiyat Island, Abu Dhabi",3,4,"2,580 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-saadiyat-island-qaryat-al-hidd-13356716.html,tel:+971562166326,Listed 1 month ago
Amazing 1bhk Just 40k with balcony and parking,"40,000 AED/year","Muwailih Building, Muwaileh, Sharjah",1,2,900 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-muwaileh-muwailih-building-13442879.html,tel:+971502083859,Listed 18 days ago
Limited time offer // 7bhk Villa just 67k,"67,000 AED/year","Al Qadsiya, Al Heerah, Sharjah",7,5,"8,000 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-sharjah-al-heerah-al-qadsiya-13509568.html,tel:+971502107413,Listed 11 days ago
Furnished 2 Bed | Lake &amp; Park View | Chiller Free | Close to Metro,"125,000 AED/year","Marina View Tower A, Marina View, Dubai Marina, Dubai",2,2,961 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-view-marina-view-tower-a-13465681.html,tel:+971585796144,Listed 16 days ago
“Spacious 1 BHK with 2 Bathrooms for Rent in Shabiya – Must See!”,"50,000 AED/year","Shabiya 10, Shabiya, Mussafah, Abu Dhabi",1,2,"1,050 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-mussafah-shabiya-shabiya-10-13425863.html,tel:+971504484127,Listed 21 days ago
Lovely 5BR with Maid&#39;s room end unit Maple,"320,000 AED/year","Maple 1, Maple at Dubai Hills Estate, Dubai Hills Estate, Dubai",5,4,"3,234 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-dubai-hills-estate-maple-at-dubai-hills-estate-maple-1-13331615.html,tel:+971505242360,Listed 1 month ago
2BR with Balcony | Sea View | Prime Location,"94,998 AED/year","Aykon City Tower C, Aykon City, Business Bay, Dubai",2,3,806 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-business-bay-aykon-city-aykon-city-tower-c-13390727.html,tel:+97142815006,Listed 25 days ago
R2mb | 3+Maid | Furnished | Vacant | BigDinnigArea,"125,000 AED/year","Aurum Villas, Odora, Damac Hills 2, Dubai",3,5,"1,881 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-damac-hills-2-odora-aurum-villas-12637766.html,tel:+971565090376,Listed 4 months ago
Stylish Specious Brand New 1Bhk with Balcony,"49,999 AED/year","Souks Residential, Al Mamsha, Muwaileh, Sharjah",1,1,835 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-muwaileh-al-mamsha-souks-residential-13093287.html,tel:+971505264352,Listed 2 months ago
Specious Brand New &amp; stylish 1Bhk,"44,999 AED/year","Souks Residential, Al Mamsha, Muwaileh, Sharjah",1,1,700 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-muwaileh-al-mamsha-souks-residential-13093250.html,tel:+971505264352,Listed 2 months ago
FULL SEA VIEW ! CLOSE TO SEASIDE ! READY TO MOVE,"150,000 AED/year","Seashore, Rabdan, Abu Dhabi",2,3,"1,850 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-abu-dhabi-rabdan-seashore-13545899.html,tel:+971565098595,Listed 7 days ago
HIGH FLOOR | PARK VIEW | MODERN,"74,999 AED/year","Bloom Heights, Jumeirah Village Circle, Dubai",1,2,737 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-bloom-heights-13229189.html,tel:+971527093476,Listed 1 month ago
Sea view Studio | Fully Furnished | High Floor,"45,000 AED/year","Pacific Bora Bora, Pacific, Al Marjan Island, Ras Al Khaimah",studio,1,445 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ras-al-khaimah-al-marjan-island-pacific-pacific-bora-bora-13202877.html,tel:+971568549495,Listed 1 month ago
Luxury Studio / Modern Furnished / Prime Location,"50,000 AED/year","Regina Tower, Jumeirah Village Circle, Dubai",studio,1,410 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-regina-tower-13578564.html,tel:+971565075653,Listed 3 days ago
2BR | PRIME LOCATION | CALL NOW,"85,000 AED/year","Al Majaz 3, Al Majaz, Sharjah",2,3,"1,500 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-majaz-al-majaz-3-13168823.html,tel:+971501074894,Listed 1 month ago
Studio | FULL FURNISHED | BRAND NEW | Gympol,"44,000 AED/year","Areej Apartments, Aljada, Sharjah",studio,1,400 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-aljada-areej-apartments-13575712.html,tel:+971506261809,Listed 3 days ago
Full Sea View | Luxury Living | FREE MONTH,"210,000 AED/year","HIDD Al Saadiyat, Saadiyat Island, Abu Dhabi",3,4,"2,210 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-saadiyat-island-hidd-al-saadiyat-13435166.html,tel:+971508082119,Listed 20 days ago
3 BEDROOM + MAID ROOM VILLA  WITH0UT POOL,"120,000 AED/year","Al Marsa, Al Jazirah Al Hamra, Ras Al Khaimah",3,4,"2,800 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-ras-al-khaimah-al-jazirah-al-hamra-al-marsa-13432701.html,tel:+971565062994,Listed 20 days ago
For rent  Room and hall with distributor,"40,000 AED/year","Jamal Abdul Nasser Street, Al Majaz, Sharjah",1,2,800 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-majaz-jamal-abdul-nasser-street-13288524.html,tel:+971502072133,Listed 1 month ago
3-BHK villa for rent in | seih al burairat |,"68,250 AED/year","Seih Al Burairat, Ras Al Khaimah",3,4,"2,235 sqft",https://www.propertyfinder.ae/en/plp/rent/compound-for-rent-ras-al-khaimah-seih-al-burairat-13150949.html,tel:+971565083452,Listed 1 month ago
MAKE SEA YOUR LOVELY NEIGHBOUR◆FEELING STAY HIGH,"260,000 AED/year","Al Hadeel, Al Bandar, Al Raha Beach, Abu Dhabi",3,4,"4,047 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-al-raha-beach-al-bandar-al-hadeel-12168565.html,tel:+97142815121,Listed 6 months ago
Beautiful Canal View | Furnished | Business Bay,"70,000 AED/year","DAMAC Maison Canal Views, Business Bay, Dubai",studio,1,508 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-business-bay-damac-maison-canal-views-13597954.html,tel:+971565029911,Listed 1 day ago
"Room and lounge with open view, Al Majaz 2","37,000 AED/year","Al Majaz 2, Al Majaz, Sharjah",1,2,800 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-majaz-al-majaz-2-13280851.html,tel:+971502072133,Listed 1 month ago
Sea View | Balcony | Fully Furnished,"95,000 AED/year","Ansam 4, Ansam, Yas Island, Abu Dhabi",studio,1,530 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-yas-island-ansam-ansam-4-13279721.html,tel:+971564163679,Listed 1 month ago
Fantabulous layout | brandnew community | spacious,"250,000 AED/year","Murooj Al Furjan West, Al Furjan, Dubai",3,4,"2,897 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-al-furjan-murooj-al-furjan-west-13090660.html,tel:+971549980315,Listed 2 months ago
Brand New | Family Building| Luxury| 2 Beds.,"105,000 AED/year","Jumeirah Garden City, Al Satwa, Dubai",2,2,"1,030 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-al-satwa-jumeirah-garden-city-13335088.html,tel:+971555333478,Listed 1 month ago
SPACIOUS | READY TO MOVE IN | POOL VIEW,"94,900 AED/year","Ghala Garden, Arjan, Dubai",2,3,"1,112 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-arjan-ghala-garden-13229322.html,tel:+971565085738,Listed 1 month ago
Brand New Building | Up to 4cheques | Free Maintenance,"120,000 AED/year","Burj Shamma, Al Nahda 1, Al Nahda, Dubai",3,3,"1,680 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-al-nahda-al-nahda-1-burj-shamma-13423445.html,tel:+971505861281,Listed 22 days ago
Elegant 2-Bedroom for Rent in | RAK Tower |,"31,700 AED/year","RAK Tower, Al Seer, Ras Al Khaimah",2,2,971 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ras-al-khaimah-al-seer-rak-tower-13055583.html,tel:+971565083452,Listed 2 months ago
3 bedroom apartment with one month free,"60,000 AED/year","Uzair Building, Al Rawda 3, Al Rawda, Ajman",3,3,"1,700 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-rawda-al-rawda-3-uzair-building-13236091.html,tel:+971565064787,Listed 1 month ago
"One bedroom apartment, great location","20,000 AED/year","Ajman Corniche Residences, Ajman Corniche Road, Ajman",1,1,"1,100 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-ajman-corniche-road-ajman-corniche-residences-13230537.html,tel:+971565064787,Listed 1 month ago
The most beautiful two-bedroom apartment,"43,000 AED/year","Ajman Corniche Residences, Ajman Corniche Road, Ajman",2,2,"1,600 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-ajman-corniche-road-ajman-corniche-residences-13229755.html,tel:+971565064787,Listed 1 month ago
Elegant 2-Bedroom for Rent in | Union Tower |,"33,530 AED/year","Union Tower, Al Seer, Ras Al Khaimah",2,2,"1,327 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ras-al-khaimah-al-seer-union-tower-12985700.html,tel:+971565083452,Listed 2 months ago
"2BR apartment in  Majaz with furniture, gym &amp; pool","70,000 AED/year","Al Majaz 2, Al Majaz, Sharjah",2,3,"1,200 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-majaz-al-majaz-2-13255913.html,tel:+971509745912,Listed 1 month ago
4BR+Maid | Unfurnished | Vacant,"239,999 AED/year","Cherrywoods, Dubai Land, Dubai",4,4,"2,712 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-dubai-dubai-land-cherrywoods-11439174.html,tel:+971565079271,Listed more than 6 months ago
"Luxurious villa, prime location, large area, swimming pool","125,000 AED/year","Sharqan, Al Heerah, Sharjah",5,6,"3,500 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-sharjah-al-heerah-sharqan-13225054.html,tel:+971549934688,Listed 1 month ago
Spacious Brand New 3BHK Apt +Maid | 2 Balconies,"125,000 AED/year","Al Najda Street, Abu Dhabi",3,4,"1,400 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-al-najda-street-13418486.html,tel:+971501274154,Listed 22 days ago
Spacious 2BR + Maid Apartment with Parking,"90,000 AED/year","Shabiya 9, Shabiya, Mussafah, Abu Dhabi",2,4,"1,140 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-mussafah-shabiya-shabiya-9-12821004.html,tel:+971565057298,Listed 3 months ago
Pristine and Brand New | Expansive Living Space,"78,000 AED/year","SH Living 1, Jumeirah Village Circle, Dubai",1,1,782 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-sh-living-1-13095899.html,tel:+971502582142,Listed 2 months ago
HUGE PLOT | WELL MAINTAINED | 2BR + STUDY | 4E,"189,990 AED/year","Springs 14, The Springs, Dubai",2,3,"1,686 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-the-springs-springs-14-13376446.html,tel:+971585587012,Listed 28 days ago
Pool &amp; Gym |Community View|Near To School|Must See,"58,000 AED/year","Al Ruwaikah, Al Muwaiji, Al Ain",3,4,"2,500 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-al-ain-al-muwaiji-al-ruwaikah-12992337.html,tel:+971565036041,Listed 2 months ago
Spacious Ground Floor | Chiller Free | Ready to Move,"100,000 AED/year","Urbana III, EMAAR South, Dubai South (Dubai World Central), Dubai",2,2,"1,643 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-south-dubai-world-central-emaar-south-urbana-iii-13457704.html,tel:+971565206240,Listed 17 days ago
"A new building, Ajman, specifically for families","45,000 AED/year","Al Jurf 2, Al Jurf, Ajman Downtown, Ajman",2,3,"1,376 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-ajman-downtown-al-jurf-al-jurf-2-13273610.html,tel:+971567171390,Listed 1 month ago
ULTRA-LUXURY VILLA | 5BR | GARDEN | PRIME LOCATION,"299,999 AED/year","Al Khawaneej 2, Al Khawaneej, Dubai",5,6,"10,392 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-al-khawaneej-al-khawaneej-2-13599798.html,tel:+971564165568,Listed 23 hours ago
Neat and Clean Studio With Balcony | High Floor,"34,000 AED/year","Lakeside Tower A, Lakeside Residence, Dubai Production City (IMPZ), Dubai",studio,1,365 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-production-city-impz-lakeside-residence-lakeside-tower-a-13201779.html,tel:+971545841234,Listed 1 month ago
Modern studio || SZR || Prime Location,"50,000 AED/year","Infinity Building, Sheikh Zayed Road, Dubai",studio,1,318 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-sheikh-zayed-road-infinity-building-13582029.html,tel:+971506441613,Listed 2 days ago
Fully Furnished- Premium Smart home,"55,000 AED/year","Sydney Tower, Jumeirah Village Circle, Dubai",studio,1,411 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-sydney-tower-13093978.html,tel:+971502654923,Listed 2 months ago
Burj and Fountain Views | Vacant | 1 BR,"230,000 AED/year","The Address Residence Fountain Views 2, The Address Residence Fountain Views, Downtown Dubai, Dubai",1,2,853 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-downtown-dubai-the-address-residence-fountain-views-the-address-residence-fountain-views-2-13092684.html,tel:+971569851170,Listed 2 months ago
| FULLY FURNISHED |1 BEDROOM APARTMENT | SPACIOUS,"56,000 AED/year","The Boulevard 1, Aljada, Sharjah",1,2,670 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-aljada-the-boulevard-1-13455995.html,tel:+971502274093,Listed 17 days ago
10 MASTER BEDROOMS || HUGE SIZE VILLA || MAID ROOM ||,"300,000 AED/year","Al Wahda, Abu Dhabi",7+,7+,"7,000 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-al-wahda-13571030.html,tel:+971545866564,Listed 3 days ago
Brand New villa| Prime location | Extension,"200,000 AED/year","Madinat Al Riyad, Abu Dhabi",5,7+,"5,000 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-madinat-al-riyad-13448804.html,tel:+971544487776,Listed 18 days ago
Amazing villa | Spacious | Private Pool,"250,000 AED/year","Al Raha Golf Gardens, Abu Dhabi",4,5,"4,380 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-al-raha-golf-gardens-13559079.html,tel:+971505914836,Listed 5 days ago
LUXURIOUS STUDIO | 72K | All FACILITIES,"72,000 AED/year","Mina Road, Tourist Club Area, Abu Dhabi",studio,1,535 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-tourist-club-area-mina-road-13483991.html,tel:+971529575360,Listed 14 days ago
Ideal For Family | Vacant | Prestigious Community,"165,000 AED/year","Noya Viva, Noya, Yas Island, Abu Dhabi",2,3,"1,334 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-abu-dhabi-yas-island-noya-noya-viva-13409665.html,tel:+971565113040,Listed 23 days ago
Fully Furnished | Spacious Layout | Vacant,"50,000 AED/year","Miraclz Tower by Danube, Arjan, Dubai",studio,1,404 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-arjan-miraclz-tower-by-danube-13408967.html,tel:+97142815098,Listed 23 days ago
Ajman  Great Location and Affordable Price,"28,000 AED/year","Al Mowaihat 1, Al Mowaihat, Ajman",1,1,"1,000 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-mowaihat-al-mowaihat-1-13541002.html,tel:+971563254494,Listed 8 days ago
READY TO MOVE | VILLA IN SUN ISLANDS |,"180,000 AED/year","Sun Island, Ajmal Makan City, Sharjah Waterfront City, Sharjah",4,6,"2,800 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-sharjah-sharjah-waterfront-city-sun-island-13075609.html,tel:+971565062593,Listed 2 months ago
Single Row | Brand New | Maid | Great Community,"160,000 AED/year","Noya Viva, Noya, Yas Island, Abu Dhabi",2,3,"1,335 sqft",https://www.propertyfinder.ae/en/plp/rent/townhouse-for-rent-abu-dhabi-yas-island-noya-noya-viva-13329547.html,tel:+971569951672,Listed 1 month ago
"2BHK Apartment for Rent – B5 Tower, Emirates City","28,000 AED/year","Green Lake Towers, Emirates City, Ajman",2,2,990 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-emirates-city-green-lake-towers-13403813.html,tel:+971565041695,Listed 24 days ago
Apartment 2bedroom for rent in Ajman - Al Mowaihat,"44,000 AED/year","Al Mowaihat 2, Al Mowaihat, Ajman",2,3,"1,450 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-mowaihat-al-mowaihat-2-13576227.html,tel:+971586219345,Listed 3 days ago
Prime Location | Brand New | Modern Design,"385,000 AED/year","Jasmine Lane, Jumeirah Golf Estates, Dubai",3,3,"1,591 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-jumeirah-golf-estates-jasmine-lane-12780128.html,tel:+971585176699,Listed 3 months ago
Sea View | Luxurious | Prime Location,"249,999 AED/year","Al Das, Shoreline Apartments, Palm Jumeirah, Dubai",2,3,"1,616 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-palm-jumeirah-shoreline-apartments-al-das-13381693.html,tel:+971566846369,Listed 27 days ago
Full Sea View | Unfurnished | Rare 2 Bedroom,"85,000 AED/year","Pacific Tonga, Pacific, Al Marjan Island, Ras Al Khaimah",2,3,772 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ras-al-khaimah-al-marjan-island-pacific-pacific-tonga-13432582.html,tel:+971551077276,Listed 20 days ago
Hot Deal| Upcoming 2BR Haven |Single Row |Book Now,"90,000 AED/year","Arabian Style, Al Reef Villas, Al Reef, Abu Dhabi",2,3,"1,204 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-al-reef-al-reef-villas-arabian-style-12644859.html,tel:+971543088570,Listed 4 months ago
2 Bedroom Apt | City View | Stunning Unit | Vacant,"160,000 AED/year","Qaryat Al Hidd, Saadiyat Island, Abu Dhabi",2,3,"1,892 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-saadiyat-island-qaryat-al-hidd-13399355.html,tel:+971565377348,Listed 24 days ago
One bedroom apartment in Horizon Towers,"35,000 AED/year","Horizon Towers, Ajman Downtown, Ajman",1,2,"1,000 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-ajman-downtown-horizon-towers-12503019.html,tel:+971565064787,Listed 4 months ago
One bedroom apartment with balcony for annual rent,"30,000 AED/year","Al Rashidiya Towers, Al Rashidiya, Ajman Downtown, Ajman",1,2,"1,000 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-ajman-downtown-al-rashidiya-al-rashidiya-towers-12319979.html,tel:+971565064787,Listed 5 months ago
Brand new 2bhk with 3 washroom and 3 balcony in just 80k,"80,000 AED/year","Tiraz, Naseej District, Aljada, Sharjah",2,3,"1,150 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-aljada-naseej-district-tiraz-13242323.html,tel:+971542529767,Listed 1 month ago
Prime Location|Partial Gulf View|Ready to Move In,"165,000 AED/year","Mayan 4, Mayan, Yas Island, Abu Dhabi",2,3,"1,225 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-yas-island-mayan-mayan-4-13449214.html,tel:+971564083359,Listed 18 days ago
4 Master bedrooms | Brand New | Vacant,"120,000 AED/year","Madinat Al Riyad, Abu Dhabi",4,4,"1,614 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-madinat-al-riyad-12901351.html,tel:+971565200352,Listed 3 months ago
Brand new 2 BHK - Luxury fully furnished apartment,"120,000 AED/year","Uptown Al Zahia, Al Zahia, Muwaileh Commercial, Sharjah",2,2,"1,400 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-muwaileh-commercial-al-zahia-uptown-al-zahia-13367393.html,tel:+971565045722,Listed 29 days ago
Modern | Bills Included | Monthly Stays,"115,000 AED/year","AG Tower, Business Bay, Dubai",studio,1,500 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-business-bay-ag-tower-13148279.html,tel:+971565053982,Listed 1 month ago
"Al Rashidiya area, 3 rooms, a hall, and 2 bat","28,000 AED/year","The Icon Casa 2, Al Rashidiya 3, Al Rashidiya, Ajman",2,2,"1,500 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-rashidiya-al-rashidiya-3-the-icon-casa-2-13279240.html,tel:+971504770067,Listed 1 month ago
4bhk Villa Ac Fixed l Big Majlis Hall Near Main Road 90k,"90,000 AED/year","Al Qadsiya, Al Heerah, Sharjah",4,5,"5,000 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-sharjah-al-heerah-al-qadsiya-13563445.html,tel:+97142815198,Listed 4 days ago
High Floor | Price Reduced | Multiple Cheques,"90,000 AED/year","Vera Residences, Business Bay, Dubai",1,1,476 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-business-bay-vera-residences-12780266.html,tel:+971555400516,Listed 3 months ago
Single Row | Open View | Massive Layout,"120,000 AED/year","Warsan Village, International City, Dubai",3,3,"1,657 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-international-city-warsan-village-13240078.html,tel:+971565226776,Listed 1 month ago
READY TO MOVE | AMAZING VEIW | HIGH FLOOR,"124,999 AED/year","Binghatti Corner, Jumeirah Village Circle, Dubai",2,2,"62,746 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-binghatti-corner-12161766.html,tel:+971565094783,Listed 6 months ago
Two bedroom apartment in Al Naimiyah,"32,000 AED/year","Al Dhahri Building, Al Shuwaiheen, Sharjah",2,2,"1,000 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-al-shuwaiheen-al-dhahri-building-13214559.html,tel:+971582069890,Listed 1 month ago
Great Location | 2 Bedroom | Partial Sea View,"155,000 AED/year","Qaryat Al Hidd, Saadiyat Island, Abu Dhabi",2,3,"1,553 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-saadiyat-island-qaryat-al-hidd-13391308.html,tel:+971501179080,Listed 25 days ago
Elegant Apartment/Panoramic views/Beach Access!,"290,000 AED/year","Ajwan Towers, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",3,4,"2,140 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-saadiyat-island-saadiyat-cultural-district-ajwan-towers-12961660.html,tel:+971549942775,Listed 2 months ago
Villa for rent close to all services,"93,000 AED/year","Al Helio 2, Al Helio, Ajman",4,7,"3,014 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-ajman-al-helio-al-helio-2-13213346.html,tel:+971565083281,Listed 1 month ago
Massive 1BHK with O2 Balconies Close Kitchen: Call,"72,000 AED/year","Le Grand Chateau B, Le Grand Chateau, Jumeirah Village Circle, Dubai",1,2,887 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-village-circle-le-grand-chateau-le-grand-chateau-b-13422228.html,tel:+971565092921,Listed 22 days ago
Room and hall with distributor in Al Naimiyah 1,"26,000 AED/year","Sheikh Jaber Al Sabah Street, Al Naimiya, Al Nuaimiya, Ajman",1,2,850 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-nuaimiya-al-naimiya-sheikh-jaber-al-sabah-street-13267510.html,tel:+97142815056,Listed 1 month ago
Room and hall in Rawdah with balcony,"23,000 AED/year","Al Rawda 2, Al Rawda, Ajman",1,2,787 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-ajman-al-rawda-al-rawda-2-13494629.html,tel:+971553464319,Listed 13 days ago
Like new 1bhk  apartment in school zone,"30,000 AED/year","Fire Station Road, Muwaileh, Sharjah",1,1,950 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-muwaileh-fire-station-road-13433784.html,tel:+971501995291,Listed 20 days ago
Luxury Villa for Rent in Ajman – Al Helio Area,"95,000 AED/year","Al Helio 2, Al Helio, Ajman",3,5,"2,700 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-ajman-al-helio-al-helio-2-13216775.html,tel:+971505928435,Listed 1 month ago
Ready To Move in Luxury 1BHK|Free WiFi|Sep Kitchen,"50,000 AED/year","Khalifa City A, Khalifa City, Abu Dhabi",1,1,"1,500 sqft",https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-abu-dhabi-khalifa-city-khalifa-city-a-13522913.html,tel:+971522980070,Listed 9 days ago
"High Quality Finishing 4-Bed | Private Pool,Garden","450,000 AED/year","Umm Suqeim 3 Villas, Umm Suqeim 3, Umm Suqeim, Dubai",4,4,"5,000 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-dubai-umm-suqeim-umm-suqeim-3-umm-suqeim-3-villas-13513921.html,tel:+971501440234,Listed 10 days ago
Spacious 5-Bedroom Villa for Rent in Hills Abu Dhabi,"250,000 AED/year","Hills Abu Dhabi, Al Maqtaa, Abu Dhabi",5,6,"5,400 sqft",https://www.propertyfinder.ae/en/plp/rent/villa-for-rent-abu-dhabi-al-maqtaa-hills-abu-dhabi-12383643.html,tel:+971585038778,Listed 5 months ago
1BHK | GYM SWIMMING POOL | Ready to move,"44,999 AED/year","East Village, Aljada, Sharjah",1,1,751 sqft,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-sharjah-aljada-east-village-13122222.html,tel:+971506261809,Listed 2 months ago
